File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF860LBT	bigWig	bigWig		signal p-value	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF507IFT/	1747315687	ENCODE Processing Pipeline	dce3e742a0e98fcdd6739f62ee5afdf4		https://www.encodeproject.org/files/ENCFF860LBT/@@download/ENCFF860LBT.bigWig				released	s3://encode-public/2020/12/30/f0aa0505-1578-4e04-ae25-5401e2728ee1/ENCFF860LBT.bigWig			
ENCFF934SKZ	bigWig	bigWig		fold change over control	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF507IFT/	2195661161	ENCODE Processing Pipeline	123192a3951e6663a8e1ed2c5832134a		https://www.encodeproject.org/files/ENCFF934SKZ/@@download/ENCFF934SKZ.bigWig				released	s3://encode-public/2020/12/30/8ce03455-ddaf-48f5-adf0-6e28ce22cd20/ENCFF934SKZ.bigWig			
ENCFF316YEL	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF507IFT/, /files/ENCFF356LFX/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF243SVA/	21048	ENCODE Processing Pipeline	ff2b019a209d12eefcc641e2ea19a4fa		https://www.encodeproject.org/files/ENCFF316YEL/@@download/ENCFF316YEL.bed.gz				released	s3://encode-public/2020/12/30/d5ebbd1d-3c32-400e-ac6e-52f296f90d8a/ENCFF316YEL.bed.gz			
ENCFF879ZKU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF250ATZ/	78314	ENCODE Processing Pipeline	1b7b79bb86318718e2c467747f135c3a		https://www.encodeproject.org/files/ENCFF879ZKU/@@download/ENCFF879ZKU.bigBed				released	s3://encode-public/2020/12/30/35420598-7e60-43e3-b0cc-f5e24cb017da/ENCFF879ZKU.bigBed			
ENCFF730MAR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF507IFT/	1875390	ENCODE Processing Pipeline	ccf42b10b7e233ece8efd4bf0fc1f93f		https://www.encodeproject.org/files/ENCFF730MAR/@@download/ENCFF730MAR.bed.gz				released	s3://encode-public/2020/12/30/52c52575-73d7-4a5f-ac22-b15bbbbd85a9/ENCFF730MAR.bed.gz			
ENCFF932CTP	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF316YEL/	88246	ENCODE Processing Pipeline	c1a56b6c621789fe083c572a9a221c04		https://www.encodeproject.org/files/ENCFF932CTP/@@download/ENCFF932CTP.bigBed				released	s3://encode-public/2020/12/30/c31e6274-c9f5-4c91-b8ad-ccca197cbfa6/ENCFF932CTP.bigBed			
ENCFF553OVY	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF622QQU/, /files/ENCFF507IFT/, /files/ENCFF243SVA/	1620261	ENCODE Processing Pipeline	38a40de83acc1567cb3fadea1303ce1c		https://www.encodeproject.org/files/ENCFF553OVY/@@download/ENCFF553OVY.bed.gz				released	s3://encode-public/2020/12/30/5ed437f6-7844-455b-a60d-687635fd8759/ENCFF553OVY.bed.gz			
ENCFF385XEA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF356LFX/, /files/ENCFF622QQU/, /files/ENCFF507IFT/, /files/ENCFF243SVA/	10735	ENCODE Processing Pipeline	ce7e95366cc34a269898da185e014dab		https://www.encodeproject.org/files/ENCFF385XEA/@@download/ENCFF385XEA.bed.gz				released	s3://encode-public/2020/12/30/f795c289-afb8-4a3f-b426-ed2803e4640a/ENCFF385XEA.bed.gz			
ENCFF090ZCG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF385XEA/	60587	ENCODE Processing Pipeline	3dd587493a32b8607f7c043c33357b72		https://www.encodeproject.org/files/ENCFF090ZCG/@@download/ENCFF090ZCG.bigBed				released	s3://encode-public/2020/12/30/d67a6a9b-b96c-427d-9803-8a3ec6a9f16d/ENCFF090ZCG.bigBed			
ENCFF533IUC	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF243SVA/	1838327	ENCODE Processing Pipeline	742995a4408721bc1e531fa8f847b710		https://www.encodeproject.org/files/ENCFF533IUC/@@download/ENCFF533IUC.bed.gz				released	s3://encode-public/2020/12/30/8fd5a040-eb62-44ec-aaec-3ffcf86bbe0f/ENCFF533IUC.bed.gz			
ENCFF250ATZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF356LFX/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF243SVA/	14920	ENCODE Processing Pipeline	eed54a14ca0fa99284826d3abcab5d8f		https://www.encodeproject.org/files/ENCFF250ATZ/@@download/ENCFF250ATZ.bed.gz				released	s3://encode-public/2020/12/30/aabeb256-6953-4ccf-bfad-5e22be16864d/ENCFF250ATZ.bed.gz			
ENCFF517UED	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF507IFT/	1932707	ENCODE Processing Pipeline	13f2ad3182bd70f874d38caf25980ab4		https://www.encodeproject.org/files/ENCFF517UED/@@download/ENCFF517UED.bed.gz				released	s3://encode-public/2020/12/30/898361ae-15b5-444b-9a98-05987ca12ce3/ENCFF517UED.bed.gz			
ENCFF594LBX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF507IFT/, /files/ENCFF356LFX/, /files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF243SVA/	23267	ENCODE Processing Pipeline	870a11053660bdfcbc7af4efb662ec45		https://www.encodeproject.org/files/ENCFF594LBX/@@download/ENCFF594LBX.bed.gz				released	s3://encode-public/2020/12/30/75fa5435-7984-40ca-859c-d2c7c242cbe9/ENCFF594LBX.bed.gz			
ENCFF127UXF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF594LBX/	91861	ENCODE Processing Pipeline	f88bfd658f25528679cae7a807891b01		https://www.encodeproject.org/files/ENCFF127UXF/@@download/ENCFF127UXF.bigBed				released	s3://encode-public/2020/12/30/36b3d034-9385-4f8a-9ded-7a625f85aaa1/ENCFF127UXF.bigBed			
ENCFF366NYC	fastq	fastq		reads		ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1	51		single-ended					410593759	Tim Reddy, Duke	6c5872b50aec98e45c9e0e9c107fe0f8	SRA:SRR5092968	https://www.encodeproject.org/files/ENCFF366NYC/@@download/ENCFF366NYC.fastq.gz		Illumina HiSeq 2000	/files/ENCFF255TSO/	released	s3://encode-public/2016/10/19/d090fffc-7ebb-430b-acf5-53f1feafba53/ENCFF366NYC.fastq.gz			
ENCFF788EFB	fastq	fastq		reads		ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1	51		single-ended					617393960	Tim Reddy, Duke	cc9dc0558ee83e3308e8341b93d65f29	SRA:SRR5092966	https://www.encodeproject.org/files/ENCFF788EFB/@@download/ENCFF788EFB.fastq.gz		Illumina HiSeq 2000	/files/ENCFF199ORG/	released	s3://encode-public/2016/10/19/1cfa3cc3-170d-4a97-a1f1-19f61ccaf6cd/ENCFF788EFB.fastq.gz			
ENCFF388YMC	fastq	fastq		reads		ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1	51		single-ended					666073461	Tim Reddy, Duke	18418a3281c75850ecff0112ca6e1b6d	SRA:SRR5092967	https://www.encodeproject.org/files/ENCFF388YMC/@@download/ENCFF388YMC.fastq.gz		Illumina HiSeq 2000	/files/ENCFF044FEJ/	released	s3://encode-public/2016/10/19/49dbbbd3-8e17-4593-a64d-c4a4145b9c7f/ENCFF388YMC.fastq.gz			
ENCFF756QEQ	bam	bam		alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF220FIN/, /files/ENCFF388YMC/	719166684	Tim Reddy, Duke	36bce40eda734a912af9c9cf87b57bd3		https://www.encodeproject.org/files/ENCFF756QEQ/@@download/ENCFF756QEQ.bam				released	s3://encode-public/2016/10/19/6c28d227-0729-4d95-a3d2-ce8c8831ea77/ENCFF756QEQ.bam			
ENCFF341IVB	bam	bam		alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF220FIN/, /files/ENCFF366NYC/	466626476	Tim Reddy, Duke	0f8fb4a5c477a2396e745ba45c5794ef		https://www.encodeproject.org/files/ENCFF341IVB/@@download/ENCFF341IVB.bam				released	s3://encode-public/2016/10/19/7681086f-52c4-4d21-9ab4-4b59f9ef4d86/ENCFF341IVB.bam			
ENCFF897HCS	bam	bam		alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF220FIN/, /files/ENCFF788EFB/	675287136	Tim Reddy, Duke	34c474198c1e7cb76b53ea13f6ff0f9b		https://www.encodeproject.org/files/ENCFF897HCS/@@download/ENCFF897HCS.bam				released	s3://encode-public/2016/10/19/37af4b4a-bfea-48bf-b09a-33d52b9ec954/ENCFF897HCS.bam			
ENCFF129LCX	bigWig	bigWig		signal of unique reads	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1							/files/ENCFF341IVB/	106550705	Tim Reddy, Duke	0c95c9bf490bdfa6e16724bb81cffaf7		https://www.encodeproject.org/files/ENCFF129LCX/@@download/ENCFF129LCX.bigWig				released	s3://encode-public/2016/10/19/49d8a0aa-3cfe-4090-b164-2f96d017f019/ENCFF129LCX.bigWig			
ENCFF879CHN	bigWig	bigWig		signal of unique reads	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1							/files/ENCFF897HCS/	156617682	Tim Reddy, Duke	fb5ad25b0147f82e9c9c215bb26a97b7		https://www.encodeproject.org/files/ENCFF879CHN/@@download/ENCFF879CHN.bigWig				released	s3://encode-public/2016/10/19/5f645dcc-a1e6-4e98-b420-cf73b1822f14/ENCFF879CHN.bigWig			
ENCFF122HFJ	bigWig	bigWig		signal of unique reads	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1							/files/ENCFF756QEQ/	164960024	Tim Reddy, Duke	833d2c1da7a9374077ea0d7941d37644		https://www.encodeproject.org/files/ENCFF122HFJ/@@download/ENCFF122HFJ.bigWig				released	s3://encode-public/2016/10/19/aca14ee9-cc17-43b1-a357-f17c6d8b202b/ENCFF122HFJ.bigWig			
ENCFF273ZUK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1							/files/ENCFF801QPB/, /files/ENCFF756QEQ/	234101	Tim Reddy, Duke	b5b9a03a1baf8bd6dea6dd24ecbc4326		https://www.encodeproject.org/files/ENCFF273ZUK/@@download/ENCFF273ZUK.bed.gz				released	s3://encode-public/2016/10/20/7a4de07d-0ae5-41cc-8345-b574d68896d0/ENCFF273ZUK.bed.gz			
ENCFF407ANB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1							/files/ENCFF996NUX/, /files/ENCFF341IVB/	147328	Tim Reddy, Duke	d5dc778993385f6beb145c477c28e830		https://www.encodeproject.org/files/ENCFF407ANB/@@download/ENCFF407ANB.bed.gz				released	s3://encode-public/2016/10/20/242ff870-1d6b-4cb3-ab6c-8022c72148fc/ENCFF407ANB.bed.gz			
ENCFF595ZVT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1							/files/ENCFF395XMG/, /files/ENCFF897HCS/	201009	Tim Reddy, Duke	0999a796c14b7f5ec7bc0a71b02bfd61		https://www.encodeproject.org/files/ENCFF595ZVT/@@download/ENCFF595ZVT.bed.gz				released	s3://encode-public/2016/10/20/54fe8a09-e730-4720-a1ea-64a3809c3882/ENCFF595ZVT.bed.gz			
ENCFF240UHY	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1							/files/ENCFF273ZUK/	676479	Tim Reddy, Duke	c119f7264a97125ca2753dec3ab4506a		https://www.encodeproject.org/files/ENCFF240UHY/@@download/ENCFF240UHY.bigBed				released	s3://encode-public/2017/10/19/701b9005-6580-477f-aa3a-8c830188292c/ENCFF240UHY.bigBed			
ENCFF586ZTP	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1							/files/ENCFF595ZVT/	624806	Tim Reddy, Duke	d07a6323b9dec145c13275a48870fa80		https://www.encodeproject.org/files/ENCFF586ZTP/@@download/ENCFF586ZTP.bigBed				released	s3://encode-public/2017/10/19/02379df4-ebeb-480d-a1a6-90140bab2d89/ENCFF586ZTP.bigBed			
ENCFF050UVQ	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1							/files/ENCFF407ANB/	495130	Tim Reddy, Duke	397b8bfc657e6ab7d46229dbb0a4da85		https://www.encodeproject.org/files/ENCFF050UVQ/@@download/ENCFF050UVQ.bigBed				released	s3://encode-public/2017/10/19/71bc2fd0-7acd-4a64-af01-aec4a3a50118/ENCFF050UVQ.bigBed			
ENCFF552UPW	bigWig	bigWig		signal p-value	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1							/files/ENCFF328TVD/, /files/ENCFF392JXG/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/	662258511	ENCODE Processing Pipeline	20ccbe1f14d6725fb4c58ab8ef0f5701		https://www.encodeproject.org/files/ENCFF552UPW/@@download/ENCFF552UPW.bigWig				released	s3://encode-public/2021/01/02/eae48900-18ed-4ea1-bc51-fec2037bb31d/ENCFF552UPW.bigWig			
ENCFF317ARP	bigWig	bigWig		signal p-value	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1							/files/ENCFF068KIH/, /files/ENCFF392JXG/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/	721398028	ENCODE Processing Pipeline	e7387ad0a03cd864632e98b995da36c2		https://www.encodeproject.org/files/ENCFF317ARP/@@download/ENCFF317ARP.bigWig				released	s3://encode-public/2021/01/02/b1d7260b-4de9-4213-be3d-b9d995735644/ENCFF317ARP.bigWig			
ENCFF495MFM	bam	bam		unfiltered alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1		51					/files/ENCFF110MCL/, /files/ENCFF788EFB/	844812947	ENCODE Processing Pipeline	831d1a46ed9ba7ba45044ec2f20192ac		https://www.encodeproject.org/files/ENCFF495MFM/@@download/ENCFF495MFM.bam				released	s3://encode-public/2021/01/02/c3cdb3e2-4be5-4f4f-abda-64e193699f88/ENCFF495MFM.bam			
ENCFF008SZM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF392JXG/, /files/ENCFF431HRS/, /files/ENCFF068KIH/, /files/ENCFF356LFX/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/, /files/ENCFF328TVD/	337985	ENCODE Processing Pipeline	ea30f8eb34bddcdbd89ca3635199d938		https://www.encodeproject.org/files/ENCFF008SZM/@@download/ENCFF008SZM.bed.gz				released	s3://encode-public/2021/01/02/4784af0d-6291-429a-be84-c320e9243cf6/ENCFF008SZM.bed.gz			
ENCFF763QSC	bam	bam		unfiltered alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1		51					/files/ENCFF388YMC/, /files/ENCFF110MCL/	909160778	ENCODE Processing Pipeline	fc452add102c77f8aecb300953e6112e		https://www.encodeproject.org/files/ENCFF763QSC/@@download/ENCFF763QSC.bam				released	s3://encode-public/2021/01/02/f929ecb5-6307-464d-a81c-3b034cb64136/ENCFF763QSC.bam			
ENCFF813GDN	bam	bam		unfiltered alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1		51					/files/ENCFF110MCL/, /files/ENCFF366NYC/	579286379	ENCODE Processing Pipeline	c1d981e21ecdd53dcf0cc0364a1c8662		https://www.encodeproject.org/files/ENCFF813GDN/@@download/ENCFF813GDN.bam				released	s3://encode-public/2021/01/02/bc79008b-800f-4e5a-8f1f-1e3891c1a907/ENCFF813GDN.bam			
ENCFF328TVD	bam	bam		alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1		51					/files/ENCFF388YMC/, /files/ENCFF110MCL/	756336459	ENCODE Processing Pipeline	6394d04190acebc9364a58ed545e954f		https://www.encodeproject.org/files/ENCFF328TVD/@@download/ENCFF328TVD.bam				released	s3://encode-public/2021/01/02/6dc548cf-37e4-4ded-bc05-ff09286c6663/ENCFF328TVD.bam			
ENCFF431HRS	bam	bam		alignments	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1		51					/files/ENCFF110MCL/, /files/ENCFF788EFB/	707732447	ENCODE Processing Pipeline	8aee29aef03d44ae961cc902db53c799		https://www.encodeproject.org/files/ENCFF431HRS/@@download/ENCFF431HRS.bam				released	s3://encode-public/2021/01/02/251e9f5d-75f5-4ace-b40f-2675e9a055a8/ENCFF431HRS.bam			
ENCFF523AJZ	bigWig	bigWig		fold change over control	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1							/files/ENCFF392JXG/, /files/ENCFF431HRS/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/	611597367	ENCODE Processing Pipeline	f19d617d750a3e6388bebcd3590d4a04		https://www.encodeproject.org/files/ENCFF523AJZ/@@download/ENCFF523AJZ.bigWig				released	s3://encode-public/2021/01/02/6499ca7c-dc22-4726-9175-3f5417d997e0/ENCFF523AJZ.bigWig			
ENCFF168WFB	bigWig	bigWig		fold change over control	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	3	3_1							/files/ENCFF068KIH/, /files/ENCFF392JXG/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/	474013548	ENCODE Processing Pipeline	54cd7c6de5214916b37275f9ae7ac1d8		https://www.encodeproject.org/files/ENCFF168WFB/@@download/ENCFF168WFB.bigWig				released	s3://encode-public/2021/01/02/d643880a-a459-493e-9e79-6b2ab9458a40/ENCFF168WFB.bigWig			
ENCFF856OZJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF392JXG/, /files/ENCFF431HRS/, /files/ENCFF068KIH/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/, /files/ENCFF328TVD/	872829870	ENCODE Processing Pipeline	a310c83df8ac617b03b4b76ff8ec6a49		https://www.encodeproject.org/files/ENCFF856OZJ/@@download/ENCFF856OZJ.bigWig				released	s3://encode-public/2021/01/02/36b94539-152c-47f0-8a5f-64a50f0e6f45/ENCFF856OZJ.bigWig			
ENCFF319EUI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1	1_1							/files/ENCFF328TVD/, /files/ENCFF392JXG/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/	2581435	ENCODE Processing Pipeline	b29498f31a8934eae40ce3b2fa1c6663		https://www.encodeproject.org/files/ENCFF319EUI/@@download/ENCFF319EUI.bed.gz				released	s3://encode-public/2021/01/02/032befe7-c6fd-48bc-9e57-24a8ccc26e3a/ENCFF319EUI.bed.gz			
ENCFF482FTZ	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	2	2_1							/files/ENCFF392JXG/, /files/ENCFF431HRS/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/	2282476	ENCODE Processing Pipeline	0277581c0c96d506d49042dfdfd0d8e0		https://www.encodeproject.org/files/ENCFF482FTZ/@@download/ENCFF482FTZ.bed.gz				released	s3://encode-public/2021/01/02/b8050a29-922c-4bb2-81de-8f58572a92e1/ENCFF482FTZ.bed.gz			
